basis_dimension,bundle_bytes,coefficient_degree,columns,expanded,family,flux_degree,generators,groebner_builds,maximum_degree,membership_queries,name,pairs,pullbacks,reason,replay_seconds,rows,seconds,span_queries,status,systems
,1150,,,1,finite_state,,,,,,moore_179,1,,,8.44500004859583e-06,,1.5108000070540584e-05,,refuted,
,860,,,2,finite_state,,,,,,moore_180,2,,,7.92499986346229e-06,,1.6249999816864147e-05,,proved,
,836,,,1,finite_state,,,,,,moore_181,1,,,5.079999937152024e-06,,9.967999858417897e-06,,refuted,
,1704,,,7,finite_state,,,,,,moore_182,7,,,1.5729999859104282e-05,,2.9333999918890186e-05,,proved,
,688,,,1,finite_state,,,,,,moore_183,1,,,8.735999927012017e-06,,1.091099989025679e-05,,refuted,
,901,,,3,finite_state,,,,,,moore_184,3,,,8.204999858207884e-06,,1.8034000049738097e-05,,proved,
,1233,,,2,finite_state,,,,,,moore_185,4,,,8.426000022154767e-06,,1.9485999928292586e-05,,refuted,
,772,,,2,finite_state,,,,,,moore_186,2,,,6.993000170041341e-06,,1.935599993885262e-05,,proved,
,1064,,,1,finite_state,,,,,,moore_187,1,,,6.663000021944754e-06,,1.1912999980268069e-05,,refuted,
,992,,,3,finite_state,,,,,,moore_188,3,,,9.868000006463262e-06,,1.811299989640247e-05,,proved,
,1097,,,2,finite_state,,,,,,moore_189,2,,,7.113000037861639e-06,,7.361699999819393e-05,,refuted,
,1205,,,5,finite_state,,,,,,moore_190,5,,,1.1441999959060922e-05,,2.2322000177155132e-05,,proved,
,800,,,1,finite_state,,,,,,moore_191,1,,,5.599999894911889e-06,,1.0218999932476436e-05,,refuted,
,986,,,3,finite_state,,,,,,moore_192,3,,,8.255000011558877e-06,,1.6730999959690962e-05,,proved,
,1077,,,2,finite_state,,,,,,moore_193,3,,,7.193000101324287e-06,,1.9195999811927322e-05,,refuted,
,1348,,,5,finite_state,,,,,,moore_194,5,,,1.317500004915928e-05,,2.4476000135109643e-05,,proved,
,732,,,1,finite_state,,,,,,moore_195,1,,,4.828999863093486e-06,,1.049999991664663e-05,,refuted,
,901,,,3,finite_state,,,,,,moore_196,3,,,8.955999874160625e-06,,1.740200013955473e-05,,proved,
,1093,,,3,finite_state,,,,,,moore_197,6,,,6.853000058981706e-06,,1.5148000102271908e-05,,refuted,
,1174,,,1,finite_state,,,,,,moore_198,1,,,4.119599998375634e-05,,5.066499988970463e-05,,proved,
,972,,,3,finite_state,,,,,,moore_199,4,,,6.741999868609128e-06,,1.4436000128625892e-05,,refuted,
,992,,,3,finite_state,,,,,,moore_200,3,,,9.318000138591742e-06,,1.8242999885842437e-05,,proved,
,864,,,1,finite_state,,,,,,moore_201,1,,,5.398999974204344e-06,,9.83899985840253e-06,,refuted,
,1281,,,4,finite_state,,,,,,moore_202,4,,,1.0870000096474541e-05,,2.4485000039931037e-05,,proved,
,1010,,,1,finite_state,,,,,,moore_203,1,,,6.160999873827677e-06,,1.1662000133583206e-05,,refuted,
,1326,,,5,finite_state,,,,,,moore_204,5,,,7.50189999507711e-05,,2.1169000092413626e-05,,proved,
,950,,,1,finite_state,,,,,,moore_205,1,,,5.8709999848360894e-06,,1.085000008060888e-05,,refuted,
,1526,,,6,finite_state,,,,,,moore_206,6,,,1.4156999895931222e-05,,2.764199984994775e-05,,proved,
,820,,,1,finite_state,,,,,,moore_207,1,,,4.968999974153121e-06,,1.0088000180985546e-05,,refuted,
,825,,,1,finite_state,,,,,,moore_208,1,,,6.0609997944993665e-06,,1.3123999906383688e-05,,proved,
,1233,,,2,finite_state,,,,,,moore_209,4,,,8.015000048544607e-06,,1.53180001234432e-05,,refuted,
,822,,,1,finite_state,,,,,,moore_210,1,,,6.4420000853715464e-06,,1.2923999975100742e-05,,proved,
,893,,,1,finite_state,,,,,,moore_211,1,,,5.881000106455758e-06,,1.07800001387659e-05,,refuted,
,1272,,,3,finite_state,,,,,,moore_212,3,,,1.2333000086073298e-05,,5.289899991112179e-05,,proved,
,864,,,1,finite_state,,,,,,moore_213,1,,,5.180000016480335e-06,,9.42799988479237e-06,,refuted,
,1167,,,4,finite_state,,,,,,moore_214,4,,,1.0730000212788582e-05,,1.94660001398006e-05,,proved,
,962,,,3,finite_state,,,,,,moore_215,5,,,6.541999937326182e-06,,1.578899991727667e-05,,refuted,
,1212,,,2,finite_state,,,,,,moore_216,2,,,9.046999821293866e-06,,1.664100000198232e-05,,proved,
,792,,,2,finite_state,,,,,,moore_217,2,,,5.200000032345997e-06,,1.413599989064096e-05,,refuted,
,814,,,2,finite_state,,,,,,moore_218,2,,,7.293999942703522e-06,,3.2420000025012996e-05,,proved,
,952,,,1,finite_state,,,,,,moore_219,1,,,5.691000069418806e-06,,1.1210999900868046e-05,,refuted,
,1053,,,4,finite_state,,,,,,moore_220,4,,,1.094100002774212e-05,,7.856599995648139e-05,,proved,
,1220,,,1,finite_state,,,,,,moore_221,1,,,8.456000159640098e-06,,1.4045999932932318e-05,,refuted,
,734,,,1,finite_state,,,,,,moore_222,1,,,7.845000027373317e-06,,1.5669000049456372e-05,,proved,
,1077,,,2,finite_state,,,,,,moore_223,3,,,7.413999810523819e-06,,1.338499987468822e-05,,refuted,
,1704,,,7,finite_state,,,,,,moore_224,7,,,1.529799988020386e-05,,3.152899989800062e-05,,proved,
,1009,,,2,finite_state,,,,,,moore_225,2,,,5.900999894947745e-06,,1.2251999805812375e-05,,refuted,
,977,,,2,finite_state,,,,,,moore_226,2,,,1.2312000080783037e-05,,1.681100002315361e-05,,proved,
,1220,,,1,finite_state,,,,,,moore_227,1,,,7.623999863426434e-06,,1.2131999937992077e-05,,refuted,
,772,,,2,finite_state,,,,,,moore_228,2,,,6.72300006954174e-06,,1.365599996461242e-05,,proved,
,1191,,,2,finite_state,,,,,,moore_229,3,,,7.333999974434846e-06,,1.30649998482113e-05,,refuted,
,992,,,3,finite_state,,,,,,moore_230,3,,,1.1552000160008902e-05,,6.183499999679043e-05,,proved,
,754,,,3,finite_state,,,,,,moore_231,3,,,9.377999958815053e-06,,1.3945999853604008e-05,,refuted,
,1433,,,2,finite_state,,,,,,moore_232,2,,,1.0198999916610774e-05,,1.8425000007482595e-05,,proved,
,1220,,,1,finite_state,,,,,,moore_233,1,,,8.154999932230567e-06,,1.3135000017427956e-05,,refuted,
,1162,,,3,finite_state,,,,,,moore_234,3,,,9.256999874196481e-06,,1.9505999944158248e-05,,proved,
,1007,,,1,finite_state,,,,,,moore_235,1,,,3.223999988222204e-05,,4.976300010639534e-05,,refuted,
,1348,,,5,finite_state,,,,,,moore_236,5,,,1.2602999959199224e-05,,2.4225000061051105e-05,,proved,
,776,,,1,finite_state,,,,,,moore_237,1,,,4.899000032310141e-06,,3.3482999924672185e-05,,refuted,
,863,,,2,finite_state,,,,,,moore_238,2,,,3.0387000151677057e-05,,1.505799991718959e-05,,proved,
,940,,,1,finite_state,,,,,,moore_239,1,,,6.6620000325201545e-06,,1.3305000038599246e-05,,refuted,
,1388,,,18,finite_state_ablation,,,,,,late_difference,18,,,9.126999884756515e-06,,2.6709999929153128e-05,,refuted,
,,,,8,finite_state_budget,,,,,,late_difference_budget,8,,pair_ceiling,,,7.333999974434846e-06,,unknown,
,648,0,3,,telescoping,0,,,,,moment_00,,,,0.00021806499989907024,3,0.002747921000036513,,proved,1
,1068,1,10,,telescoping,2,,,,,moment_01,,,,0.0003002979999564559,10,0.22073301399996126,,proved,13
,1286,1,14,,telescoping,3,,,,,moment_02,,,,0.0003929009999410482,15,0.09640408499990372,,proved,14
,2553,3,36,,telescoping,6,,,,,moment_03,,,,0.0012050610000642337,36,0.28549124699998174,,proved,37
,1055,1,7,,telescoping,1,,,,,moment_04,,,,0.000450227999863273,9,0.34039290900000196,,proved,12
,1501,2,16,,telescoping,3,,,,,moment_05,,,,0.0006578429999990476,20,0.23567739500003881,,proved,24
,2362,3,29,,telescoping,5,,,,,moment_06,,,,0.00145346299996163,35,0.36618547600005513,,proved,36
,3517,4,46,,telescoping,7,,,,,moment_07,,,,0.002324622999822168,54,0.5324305760000243,,proved,48
,1981,2,21,,telescoping,4,,,,,moment_08,,,,0.0009302599999045924,21,0.20021957499989185,,proved,25
,3690,5,48,,telescoping,7,,,,,moment_09,,,,0.0024066050000328687,54,0.7417366390000097,,proved,58
,,,,,telescoping_budget,,,,,,cubic_moment_low_cap,,,first_order_ansatz_exhausted,,,0.1025553150000178,,unknown,30
,,,,,telescoping_budget,,,,,,franel_capped_first_order,,,first_order_ansatz_exhausted,,,0.03464420899990728,,unknown,6
